content,score,label,dominant_topic,topic_probability,topic_keywords,lda_tokens
UI dan UX nya sangat bagus paling mudah di gunakan bagi org awam. terima kasih Stockbit,5,positive,7,0.3105,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",user interface_user experience bagus mudah orang_awam terima_kasih_stockbit
"trailstop gaguna, saya pasang di harga 147 tapi harga anjlok ke 140 pun kaga nyangkut",2,negative,3,0.4044,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",trailstop gaguna pasang harga harga anjlok nyangkut
mudah dipahami utk pemula dan fitur ok bgt,5,positive,0,0.6568,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah_dipahami pemula fitur oke banget
"Stockbit bagus, puas banget pakenya. Saranku sih ditambah kasih statistik performa portfolio ya. Jadi kita bisa lihat ringkasan performa portfolio kayak selama periode tertentu naik berapa turun berapa, naik karena deposit kah, naik karena capital gain kah, dll. Kalau list agak bingung bacanya hehe",5,positive,3,0.3916,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",stockbit bagus puas banget pakenya saranku sih ditambah kasih statistik performa portfolio lihat ringkasan performa portfolio periode turun deposit kah capital_gain kah daftar bingung bacanya hehe
kecewa karena pembatasan jumlah transaksi nego tiap harinya dan diproses berdasarkan urutan email yg masuk. sehingga karena banyaknya permintaan transaksi nego. permohonan transaksi nego punyaku tidak juga diproses bahkan sudah mengirimkan email 3 hari sebelum transaksi.. ditambah dengan harus mengirim ulang berkas dengan harus mengedit kembali tanggalnya.. sehingga transaksi saya selalu berada paling akhir. dan transaksi nego tidak kunjung diproses,1,negative,3,0.4755,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",kecewa pembatasan transaksi_nego harinya diproses berdasarkan urutan email masuk sehinga banyaknya permintan transaksi_nego permohonan transaksi_nego punyaku diproses mengirimkan email transaksi ditambah mengirim ulang berkas mengedit tangalnya sehinga transaksi transaksi_nego kunjung diproses
"Sangat baik dan bagus hanya saja belum pernah menggunakan nya😁 Jika pajak investasi di stockbit seperti bunga ,dividen , capital gain , pajak terutang yang sudah terpotong otomatis kita hanya perlu melaporkan nya saja ke Djp saja atau perlu membayar mandiri juga ?",5,positive,1,0.2547,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",bagus pajak investasi stockbit bunga dividen capital_gain pajak terutang terpotong otomatis melaporkan djp membayar mandiri
"no rekomendasi. pelayanan cs buruk, lambat, slow respon. begitulah. lebih baik cari sekuritas yg cepet, mudah, dari pada pke aplikasi ini bikin naik darah. verifikasi data berbulan bulan kaga kelar2. blm lgi yg lain. ini bru permulaan sdh dikenalkan dn mengedepankan pelayanan yg sgt buruk dn lambat",1,negative,1,0.3509,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",nomor rekomendasi pelayanan_customer service buruk lambat santai_respon cari sekuritas cepat mudah pakai aplikasi bikin darah verifikasi_data berbulan kelar permulan dikenalkan mengedepankan pelayanan buruk lambat
aduh gimana sih stock bit saya mau buat akun stock bit gak bisa padahal saya udah bikin bang jago kok gak bisa yah tolong dong solusi nya tolong banget ini mah,3,neutral,7,0.251,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",aduh sih persediaan_bit akun persediaan_bit bikin bang_jago yah tolong solusi tolong banget mah
Saya kasih bintang 5 karna pendaftaran sudah di permudah... Next bisa di tambah edit2 garis statistik seperti sebelah.,5,positive,0,0.3165,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",kasih_bintang pendaftaran permudah next edit garis statistik sebelah
Makin keren aja fitur2 stockbit ini 😍 developernya keren abis. Banyak fitur tapi app nya ringan,5,positive,0,0.4277,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren fitur stockbit developernya keren habis fitur ringan
"Pengalaman terbaik dari semua apk skuritas yang ada, semoga kedepanya lebih baik lagi",5,positive,7,0.4062,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",pengalaman terbaik aplikasi skuritas semoga_kedepanya
"Pilihan RDN nya kenapa hanya ada 2 saja, BANK JAGO dan BANK BCA Semua orang kan belum tentu punya 2 rekening itu. Coba lihat apk sebelah pilihan RDN nya banyak Dana, gopay, BNI, MANDIRI, BCA DLL karna mereka tahu tIdak semua orang punya rekening jago dan bca",1,negative,6,0.6208,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",pilihan rdn_bank_jago bank_bca orang rekening coba lihat aplikasi sebelah pilihan rdn dana gopay bni mandiri bca orang rekening jago_bca
"Mohon bisa dibuatkan versi tablet yg tampilannya lebih bagus, bukan sekedar mirip hp",5,positive,2,0.2742,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",mohon dibuatkan versi_tablet tampilanya bagus sekedar handphone
"Aplikasinya ringan, fiturnya memadai & mudah digunakan",5,positive,0,0.3835,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasinya_ringan fiturnya memadai mudah
jujur ini aplikasi mudah banget ui nya gampang lah beda sama yg lain,5,positive,3,0.3266,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",jujur aplikasi mudah banget user interface gampang beda
"Per hari ini, harga di porto saya kok tidak up to date ya..?? Padahal aplikasi sudah di update...",4,positive,3,0.5796,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",harga porto tanggal aplikasi update
Stabil dan banyak fungsi/fitur yang sangat berguna bagi trader,5,positive,0,0.4238,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",stabil fungsifitur berguna trader
"Sebenernya sih masih ada kekurangan tapi bolehlah buat bintang 5, masih agak lemot ketika membuka aplikasi.",5,positive,8,0.4114,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",sebenernya sih kekurangan bintang lemot membuka aplikasi
"Sejauh ini stockbit paling bagus, paling elegan, simpel mudah dimengerti dan nyaman dipakai. Jaga kualitasnya ya 👍",5,positive,3,0.3029,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",stockbit bagus elegan simpel_mudah dimengerti nyaman_dipakai jaga kualitasnya
"Dari awal balajar saham udah pakek sekuritas ini sih.Jadi simpel banget buat tampilannya,kemudian untuk pesan IPO juga pembayarannya pas waktu harga sahamnya udah fix",5,positive,3,0.2648,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",balajar saham pakai sekuritas sihjadi simpel banget tampilanyakemudian pesan ipo pembayarannya pas harga sahamnya fix
"CS sangat buruk,di chat ga pernah direspon..setiap ada kendala ga prnah bales atau di layani,..tolong development di tinjau lg lah CS nya supaya kami sbg user juga nyaman..",1,negative,1,0.5227,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",customer service burukdi chat diresponsetiap kendala balas layanitolong development tinjau customer service user nyaman
Lelet bangat sekarang lambat tentuin harga naik atau turun kadang dijual harga segitu malah beda harganya,1,negative,3,0.6543,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",lelet banget lambat tentukan harga_turun kadang dijual harga segitu beda harganya
Kendala lupa password akhirnya sudah teratasi setelah 1 Minggu komplain ke CS. Terima kasih tim yang sudah membantu menyelesaikan masalahnya,5,positive,7,0.2691,"informasi, very, berguna, semoga_sukses, pengalaman, mudah_mengerti, tingkatkan, maju, indonesia, terpercaya",kendala lupa_pasword teratasi minggu komplain customer service terima_kasih tim membantu menyelesaikan
Setelah coba membandingkan dengan apk lain ternyata stockbit emang yang paling nyaman,5,positive,0,0.6257,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",coba membandingkan aplikasi stockbit nyaman
Bagus buat pemula tampilan & fiturnya mudah ... rekomen banget,5,positive,0,0.6827,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",bagus pemula tampilan fiturnya mudah rekomendasi banget
"Cukup bagus, mungkin bisa lebih ditingkatkan lagi untuk tingkat sensitifitasnya",5,positive,8,0.4286,"ganguan, lemot, bintang, top, cocok_pemula, lancar, tidak bisa, cari, ngelag, pelayanan",bagus ditingkatkan tingkat sensitifitasnya
Tolong kolom bid ask dibuat panjang sampai ARA dan ARB supaya bisa BUY dan SELL Samapi kesitu. Masa harus manual ngisi. Trims semoga masukan ini diterima.,5,positive,1,0.3632,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",tolong kolom bid ask ara arb buy_sel samapi kesitu manual mengisi terima kasih semoga masukan diterima
"Stockbit bagus .. tp saya belum berminat . Knapa stockbit hanya bisa tarik uang ke bank jago saja...nggk bisa ke bank lain ,bca mandiri bni bri,,kayak sekuritas sebelah? Tolong tingkatkan fitur ini..itulah kenapa saya belum berminat deposit...",3,neutral,6,0.3106,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",stockbit bagus berminat stockbit tarik uang bank_jago sajangk bank_bca mandiri bni brikayak sekuritas_sebelah tolong tingkatkan fitur initulah berminat deposit
"Aplikasinya sangat bagus, mudah di gunakan dan mempunyai fitur yang lengkap",5,positive,0,0.6318,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",aplikasinya bagus mudah fitur_lengkap
"Agak susah baca tampilan Candle stik nya, tidak seperti aplikasi sebelah.",3,neutral,1,0.2785,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",susah baca tampilan candle stik aplikasi sebelah
Akhir akhir ini apk ini sering bermasalah pada saat memasukkan kode pin selalu error,2,negative,5,0.4005,"terbaik, enak, newbie, terima_kasih, jos, download, membantu_investor, memuaskan, mending, jual_beli",aplikasi bermasalah memasukkan kode pin eror
"Udah daftar tapi tidak bisa login, ribet bener, ga kaya aplikasi lain Hati2 pakai stokbit",1,negative,3,0.349,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",daftar login ribet bener kaya aplikasi hati pakai stokbit
Mau daftar bibit plus kenapa harus stockbitnya daftar tapi banyak kendala dan sulit login daftar akun baru,1,negative,1,0.3108,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",daftar bibit plus stockbitnya daftar kendala sulit login daftar akun
"kereen euy, memudahkan kita utk investasi saham. lengkap dg data2 laporan keuangan emiten , chart grafik yg jelas sehingga memudahkan kita utk memilih emiten yg pas.😃",5,positive,0,0.5518,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",keren euy memudahkan investasi_saham lengkap data laporan_keuangan emiten chart grafik sehinga memudahkan memilih emiten pas
Parah nih aplikasi giliran mau jual lama banget prosesnya sampai nilai saham turun gak kayak aplikasi sebelah.aplikasi sebelah proses jual gak sampai 3 jam.kl diaplikasi ini bisa 24 jam malah lebih ujung-ujungnya gagal.aplikasi gak rekomend buat infestasi.,1,negative,3,0.4729,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",parah nih aplikasi giliran jual banget prosesnya nilai saham turun aplikasi sebelahaplikasi sebelah proses jual jamkl diaplikasi jam ujungujungnya gagalaplikasi rekomend infestasi
User friendly dan lengkap. Semoga dikembangkan lebih baik lagi untuk selanjutnya.,5,positive,0,0.4242,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",user_friendly lengkap semoga dikembangkan
Kenapa akhir2 ini aplikasi ny suka lamban respon dan terkendala jaringan ya? Apa server ny gangguan,1,negative,3,0.3748,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",aplikasi suka lamban respon terkendala jaringan server ganguan
"Saran update, tolong di buat metode total/jumlah deposit masuk, supaya memudahkan untuk melihat udah berapa total yang sudah di depositkan.",5,positive,0,0.2304,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",saran update tolong metode totaljumlah deposit_masuk memudahkan total depositkan
Stockbit mudah dimengerti bagi Pemula. Cuman utk Chating belum ketemu caranya,5,positive,0,0.6229,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",stockbit mudah_dimengerti pemula chating ketemu
"mudah penggunaannya, kalo bisa untuk saham internasional bisa di tambahin dong..",5,positive,2,0.4378,"lumayan, investasi_saham, the_best, pokoknya, gampang, eror_mulu, tolong, tambahin, bibit, order",mudah_pengunanya saham internasional tambahin
"Mantap, sistem operasional mudah, notif cepat dan aman",5,positive,0,0.4785,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mantap sistem operasional mudah pemberitahuan cepat aman
"Tolong dong min saran aja kalo WD kalo bisa di percepat 1 hari kalo perlu beberapa menit udah masuk 2H kelamaan, kalah sama sekuritas luar 5 menit masuk",5,positive,1,0.4301,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",tolong min saran withdrawal percepat menit_masuk kelaman kalah sekuritas menit_masuk
"Aplikasi yang ramah lingkungan, walaupun hp jadul masih bisa di akses",4,positive,4,0.4842,"user_friendly, easy, easy_use, mantul, bursa, the, maintenance, handphone, memakai, screning",aplikasi ramah lingkungan handphone jaman dulu akses
"fitur menu di aplikasi stocbit mudah di pahami,,moga semakin jaya",4,positive,0,0.3514,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",fitur menu aplikasi stockbit mudah pahamimoga jaya
Mudah di pahami bagi pemula fitur fiturnya sangat bagus,5,positive,0,0.6521,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",mudah_pahami pemula fitur fiturnya bagus
Tampilan sederhana dan mudah di pahami. Mantap deh pokoknya,4,positive,0,0.31,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",tampilan_sederhana mudah_pahami mantap deh_pokoknya
ingin nambahin rekening yang baru aja kok ribet banget Udah di konfirmasi tetep aja gak bisa ganti,1,negative,6,0.5173,"ribet, nice, bermanfat, maintenance_jam_bursa, akun, bca, pakai, daftar, menarik, bank",nambahin rekening ribet banget konfirmasi ganti
"tampilan sangat bagus dengan fitur yg mudah dipahami. sayangnya, verifikasi lama bahkan sampai berminggu minggu",3,neutral,0,0.3846,"bagus, aplikasi, mantap, mudah, pemula, saham, stockbit, belajar, membantu, oke",tampilan bagus fitur mudah_dipahami sayangnya verifikasi bermingu minggu
"App ringan, tampilan mudah di mengerti, pokok keren app nya",5,positive,3,0.3319,"eror, maintenance, jam, jam_bursa, parah, login, hilang, pagi, pas, jual",ringan tampilan mudah_mengerti pokok keren
"Jangan pakai aplikasi ini, akun saya tiba2 di suspend, sudah complain 1 minggu belum selesai2 juga. 1 minggu ngga bisa trading, dana ditahan.",1,negative,1,0.3014,"masuk, deposit, withdraw, withdrawal, uang, verifikasi, membantu_pemula, kerja, proses, penarikan",pakai aplikasi akun suspend mengeluh minggu selesai minggu nga trading dana ditahan
